#-- Created by /opt/SqueezeMeta-1.5.2/scripts/02.rnas.pl, Wed Aug 31 11:28:39 2022
# ORF	Model	Last tax	Rank	Full tax
megahit_10963_1-217	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_10965_2-201	Bacteria	Blautia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Blautia
megahit_11191_1-208	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_11234_1-526	Bacteria	Actinomycetales	order	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Actinomycetales
megahit_12225_2-267	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_15038_1-468	Bacteria	Clostridiales	order	
megahit_15068_1805-2041	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_15588_1-248	Bacteria	Ruminococcaceae	family	
megahit_15645_4-281	Bacteria	Ruminococcaceae	family	
megahit_15659_1-247	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_15664_1-454	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_15692_3-206	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_17419_198-441	Bacteria	Pseudoflavonifractor	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Pseudoflavonifractor
megahit_18102_2-484	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_18258_1-274	Bacteria	Citrobacter	genus	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Enterobacterales;family:Enterobacteriaceae;genus:Citrobacter
megahit_20597_2-318	Bacteria	Slackia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Eggerthellales;family:Eggerthellaceae;genus:Slackia
megahit_21411_1-201	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_21427_3-322	Bacteria	Clostridiales	order	
megahit_23344_1-368	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_23368_1-274	Bacteria	Ruminococcus2	genus	
megahit_23426_211-571	Bacteria	Brachybacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Micrococcales;family:Dermabacteraceae;genus:Brachybacterium
megahit_23666_3-276	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_23782_3-284	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_24030_2-685	Bacteria	Ruminococcaceae	family	
megahit_24056_1-444	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_24281_3-586	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_24823_924-2436	Bacteria	Stackebrandtia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Glycomycetales;family:Glycomycetaceae;genus:Stackebrandtia
megahit_24912_1-268	Bacteria	Lactobacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus
megahit_26066_3-202	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_26364_49917-50325	Bacteria	Enterobacteriaceae	family	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Enterobacterales;family:Enterobacteriaceae
megahit_26589_1-1177	Bacteria	Ruminococcaceae	family	
megahit_27696_297-640	Bacteria	Odoribacter	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Odoribacteraceae;genus:Odoribacter
megahit_27909_3-361	Bacteria	Ruminococcaceae	family	
megahit_28164_2-572	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_29835_156-1691	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_30647_1-319	Bacteria	Clostridiales	order	
megahit_32573_273-723	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_32851_14-484	Bacteria	Lactobacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus
megahit_34543_1-529	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_35816_1-440	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_36630_2-218	Bacteria	Ruminococcaceae	family	
megahit_37249_2-293	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_37775_4-244	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_38478_2-393	Bacteria	Clostridiales	order	
megahit_38688_1-840	Bacteria	Lactobacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus
megahit_38865_666-2179	Bacteria	Turicibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Turicibacteraceae;genus:Turicibacter
megahit_39388_350-586	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_39840_290-1290	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_40714_1-712	Bacteria	Butyricicoccus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Clostridiaceae;genus:Butyricicoccus
megahit_41279_9-731	Bacteria	Butyricicoccus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Clostridiaceae;genus:Butyricicoccus
megahit_41809_2-423	Bacteria	Brachybacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Micrococcales;family:Dermabacteraceae;genus:Brachybacterium
megahit_43934_3-443	Bacteria	Ruminococcaceae	family	
megahit_44382_1-414	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_44458_1-441	Bacteria	Staphylococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Bacillales;family:Staphylococcaceae;genus:Staphylococcus
megahit_44756_1-320	Bacteria	Ruminococcaceae	family	
megahit_45637_1-421	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_46184_18-283	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_47476_185-658	Bacteria	Ruminococcaceae	family	
megahit_48670_15-226	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_48958_1-343	Bacteria	Ruminococcaceae	family	
megahit_48998_59-497	Bacteria	Glycomyces	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Glycomycetales;family:Glycomycetaceae;genus:Glycomyces
megahit_49060_1-334	Bacteria	Ruminococcaceae	family	
megahit_49145_1465-1722	Bacteria	Clostridiales	order	
megahit_50247_1-572	Bacteria	Lactobacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus
megahit_51154_9-265	Bacteria	Ruminococcaceae	family	
megahit_51845_1-653	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_52063_2-244	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_52171_1-276	Bacteria	Ruminococcaceae	family	
megahit_52274_2-320	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_53081_3-314	Bacteria	Flavonifractor	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Flavonifractor
megahit_53084_3-219	Bacteria	Ruminococcaceae	family	
megahit_53106_2-350	Bacteria	Ruminococcaceae	family	
megahit_54162_3-314	Bacteria	Citrobacter	genus	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Enterobacterales;family:Enterobacteriaceae;genus:Citrobacter
megahit_54203_3-304	Bacteria	Enterobacteriaceae	family	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Enterobacterales;family:Enterobacteriaceae
megahit_55345_1-473	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_55432_5447-6438	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_58775_1-216	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_59190_1-282	Bacteria	Clostridia	class	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia
megahit_59212_1-260	Bacteria	Clostridiales	order	
megahit_59980_1-308	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_59997_21-752	Bacteria	Clostridium XVIII	genus	
megahit_60007_1-310	Bacteria	Ruminococcaceae	family	
megahit_60032_1-515	Bacteria	Janibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Micrococcales;family:Intrasporangiaceae;genus:Janibacter
megahit_60212_2-206	Bacteria	Ruminococcaceae	family	
megahit_60479_1-302	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_60940_2-553	Bacteria	Clostridiales	order	
megahit_60968_1-365	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_61114_31-452	Bacteria	Staphylococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Bacillales;family:Staphylococcaceae;genus:Staphylococcus
megahit_61515_2-262	Bacteria	Ruminococcaceae	family	
megahit_62402_1-423	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_63661_1-311	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_66413_4-223	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_66455_15-404	Bacteria	Eisenbergiella	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Eisenbergiella
megahit_67090_2-266	Bacteria	Flavonifractor	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Flavonifractor
megahit_67096_2-250	Bacteria	Ruminococcaceae	family	
megahit_67185_2-292	Bacteria	Ruminococcaceae	family	
megahit_69122_1-369	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_69185_1-369	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_69985_97-502	Bacteria	Lactobacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus
megahit_71161_2-309	Bacteria	Ruminococcaceae	family	
megahit_71263_2-353	Bacteria	Streptomyces	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Streptomycetales;family:Streptomycetaceae;genus:Streptomyces
megahit_74551_2-408	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_75100_13-235	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_75215_2-241	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_76529_226-603	Bacteria	Ruminococcaceae	family	
megahit_77197_3-326	Bacteria	Ruminococcaceae	family	
megahit_77234_1-1110	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_77588_26102-26294	Bacteria	Pantoea	genus	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Enterobacterales;family:Erwiniaceae;genus:Pantoea
megahit_77599_1-436	Bacteria	Ruminococcaceae	family	
megahit_81256_2-261	Bacteria	Clostridia	class	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia
megahit_81604_377-547	Bacteria	Ruminococcaceae	family	
megahit_81746_1823-2083	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_82249_2-296	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_82352_1-423	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_82386_1-357	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_84625_1-424	Bacteria	Janibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Micrococcales;family:Intrasporangiaceae;genus:Janibacter
megahit_84630_142-584	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_85643_86-526	Bacteria	Subdoligranulum	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Subdoligranulum
megahit_86336_3-358	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_87743_166-472	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_90357_2-441	Bacteria	Ruminococcaceae	family	
megahit_90947_3-233	Bacteria	Ruminococcaceae	family	
megahit_91106_6-624	Bacteria	Parabacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Tannerellaceae;genus:Parabacteroides
megahit_91483_1-251	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_91487_169-1080	Bacteria	Ruminococcaceae	family	
megahit_92070_1-265	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_92374_611-1051	Bacteria	Lactobacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus
megahit_93042_1-241	Bacteria	Clostridium IV	genus	
megahit_93100_153-393	Bacteria	Clostridium IV	genus	
megahit_93737_2-313	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_93759_2-326	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_94332_2978-4510	Bacteria	Prevotellaceae	family	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae
megahit_94753_3396-4962	Bacteria	Peptococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptococcaceae;genus:Peptococcus
megahit_97583_1-322	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_97654_1-328	Bacteria	Propionibacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Propionibacteriales;family:Propionibacteriaceae
megahit_97814_1-415	Bacteria	Lachnospiracea	genus	
megahit_98087_861-1164	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_98885_4-313	Bacteria	Clostridiales	order	
megahit_98907_2-874	Bacteria	Lactobacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus
megahit_99005_554-713	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_100516_2-481	Bacteria	Ruminococcaceae	family	
megahit_101568_57-529	Bacteria	Sutterellaceae	family	superkingdom:Bacteria;phylum:Proteobacteria;class:Betaproteobacteria;order:Burkholderiales;family:Sutterellaceae
megahit_102457_2-161	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_102482_1-732	Bacteria	Ruminococcaceae	family	
megahit_102506_2-328	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_102556_3-315	Bacteria	Ruminococcaceae	family	
megahit_104735_247-489	Bacteria	Clostridiales	order	
megahit_104856_3-484	Bacteria	Ruminococcaceae	family	
megahit_105382_1083-1416	Bacteria	Ruminococcaceae	family	
megahit_107414_1-388	Bacteria	Ruminococcaceae	family	
megahit_108392_5-432	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_108459_2-273	Bacteria	Lactobacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus
megahit_108533_2-246	Bacteria	Actinomycetales	order	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Actinomycetales
megahit_108698_2-683	Bacteria	Enterococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Enterococcaceae;genus:Enterococcus
megahit_108864_1-257	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_108914_6-293	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_109233_8317-9846	Bacteria	Nocardiopsis	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Streptosporangiales;family:Nocardiopsaceae;genus:Nocardiopsis
megahit_109673_1-236	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_111288_1-248	Bacteria	Clostridium XlVa	genus	
megahit_111432_1-662	Bacteria	Eisenbergiella	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Eisenbergiella
megahit_112484_2-304	Bacteria	Clostridiales	order	
megahit_113709_1-384	Bacteria	Ruminococcaceae	family	
megahit_114771_190-529	Bacteria	Clostridium XlVa	genus	
megahit_115251_2646-4158	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
