#-- Created by /opt/SqueezeMeta-1.5.2/scripts/02.rnas.pl, Sat Sep  3 00:47:51 2022
# ORF	Model	Last tax	Rank	Full tax
megahit_13119_47-232	Bacteria	Enterobacteriaceae	family	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Enterobacterales;family:Enterobacteriaceae
megahit_13505_1-802	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_13505_963-2480	Bacteria	Christensenella	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Christensenellaceae;genus:Christensenella
megahit_14316_1-241	Bacteria	Clostridiales	order	
megahit_16057_4-520	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_16313_2-428	Bacteria	Clostridium sensu stricto	genus	
megahit_16553_3-432	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_17669_536-934	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_17901_4-235	Bacteria	Clostridium sensu stricto	genus	
megahit_18577_3-399	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_18650_1054-1348	Bacteria	Clostridiales	order	
megahit_18815_31-552	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_19312_1-391	Bacteria	Clostridiales	order	
megahit_19359_420-592	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_19725_1-334	Bacteria	Terrisporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Terrisporobacter
megahit_19923_324-1860	Bacteria	Opitutae	class	superkingdom:Bacteria;clade:PVC group;phylum:Verrucomicrobia;class:Opitutae
megahit_20941_2-1150	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_21055_1088-1272	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_23654_2-241	Bacteria	Prevotellaceae	family	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae
megahit_24001_4-363	Bacteria	Clostridiales	order	
megahit_24339_2-983	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_24550_1-342	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_25011_1475-1807	Bacteria	Root		
megahit_25011_309-1241	Bacteria	Root		
megahit_28322_74-409	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_28359_275-540	Bacteria	Peptostreptococcaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae
megahit_30672_1-236	Bacteria	Terrisporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Terrisporobacter
megahit_31783_1-215	Bacteria	Clostridiaceae 1	family	
megahit_32011_42-449	Bacteria	Peptostreptococcaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae
megahit_36266_2-301	Bacteria	Bifidobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Bifidobacteriales;family:Bifidobacteriaceae
megahit_38144_438-605	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_39333_60-386	Bacteria	Methanomassiliicoccus	genus	superkingdom:Archaea;phylum:Candidatus Thermoplasmatota;class:Thermoplasmata;order:Methanomassiliicoccales;family:Methanomassiliicoccaceae;genus:Methanomassiliicoccus
megahit_39775_1-682	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_39814_6-179	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_40046_3-953	Bacteria	Victivallis	genus	superkingdom:Bacteria;clade:PVC group;phylum:Lentisphaerae;class:Lentisphaeria;order:Victivallales;family:Victivallaceae;genus:Victivallis
megahit_40072_1-596	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_40532_1-231	Bacteria	Terrisporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Terrisporobacter
megahit_41253_2-672	Bacteria	Desulfovibrio	genus	superkingdom:Bacteria;phylum:Proteobacteria;subphylum:delta/epsilon subdivisions;class:Deltaproteobacteria;order:Desulfovibrionales;family:Desulfovibrionaceae;genus:Desulfovibrio
megahit_41284_2352-3861	Bacteria	Bacteroidetes	phylum	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes
megahit_41707_13-1483	Bacteria	Methanobrevibacter	genus	superkingdom:Archaea;phylum:Euryarchaeota;clade:Methanomada group;class:Methanobacteria;order:Methanobacteriales;family:Methanobacteriaceae;genus:Methanobrevibacter
megahit_42966_3-737	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_43288_2-507	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_44434_2-397	Bacteria	Clostridium sensu stricto	genus	
megahit_45445_32-431	Bacteria	Clostridium sensu stricto	genus	
megahit_45987_568-1090	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_49833_1-352	Bacteria	Terrisporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Terrisporobacter
megahit_52930_2-254	Bacteria	Ruminococcaceae	family	
megahit_53050_97-417	Bacteria	Clostridiales	order	
megahit_53504_299-1285	Bacteria	Anaerovorax	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;no rank:Eubacteriales incertae sedis;family:Eubacteriales Family XIII. Incertae Sedis;genus:Anaerovorax
megahit_54961_1-429	Bacteria	Ruminococcaceae	family	
megahit_55544_2-621	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_57368_29425-30950	Bacteria	Parabacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Tannerellaceae;genus:Parabacteroides
megahit_60009_1-383	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_60595_173-513	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_61590_2-326	Bacteria	Lachnospiracea	genus	
megahit_68995_1-324	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_69323_267-1104	Bacteria	Clostridiales	order	
megahit_71401_1-218	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_71401_213-481	Bacteria	Ruminococcaceae	family	
megahit_71980_3-428	Bacteria	Methanomassiliicoccus	genus	superkingdom:Archaea;phylum:Candidatus Thermoplasmatota;class:Thermoplasmata;order:Methanomassiliicoccales;family:Methanomassiliicoccaceae;genus:Methanomassiliicoccus
megahit_74747_2-235	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_76412_81-730	Bacteria	Alphaproteobacteria	class	superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria
megahit_78295_1-898	Bacteria	Clostridiales	order	
megahit_79059_1-218	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_79149_4-283	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_79895_2120-2594	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_81275_1-267	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_81275_239-969	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_81894_2-362	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_82707_1929-3490	Bacteria	Lactobacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus
megahit_84248_1-511	Bacteria	Olsenella	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Atopobiaceae;genus:Olsenella
megahit_84558_1151-1373	Bacteria	Pseudoflavonifractor	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Pseudoflavonifractor
megahit_85554_1-1490	Bacteria	Anaerovorax	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;no rank:Eubacteriales incertae sedis;family:Eubacteriales Family XIII. Incertae Sedis;genus:Anaerovorax
megahit_85723_1-1504	Bacteria	Escherichia/Shigella	genus	
megahit_85996_585-995	Bacteria	Clostridiales	order	
megahit_86018_1-1325	Bacteria	Clostridiales	order	
megahit_86517_4-380	Bacteria	Ruminococcaceae	family	
megahit_86709_3-420	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_87054_4-475	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_87181_1-514	Bacteria	Clostridiales	order	
megahit_88700_2-414	Bacteria	Clostridium sensu stricto	genus	
megahit_89079_2-371	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_92002_1-344	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_92259_2-248	Bacteria	Ruminococcaceae	family	
megahit_93017_2-306	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_95406_1-322	Bacteria	Clostridium sensu stricto	genus	
megahit_97157_1-455	Bacteria	Ruminococcaceae	family	
megahit_98379_8-484	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_101875_179-552	Bacteria	Ruminococcaceae	family	
megahit_102750_2-250	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_103826_1-325	Bacteria	Clostridiales	order	
megahit_103941_2-393	Bacteria	Clostridiales	order	
megahit_104765_51-1373	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_105078_2-262	Bacteria	Clostridiales	family	
megahit_106574_1-855	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_107982_1-458	Bacteria	Ruminococcaceae	family	
megahit_108159_3172-4694	Bacteria	Dysgonomonas	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Dysgonomonadaceae;genus:Dysgonomonas
megahit_108348_21428-22538	Bacteria	Proteobacteria	phylum	superkingdom:Bacteria;phylum:Proteobacteria
megahit_108348_22907-23343	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_111871_361-575	Bacteria	Peptostreptococcaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae
megahit_112153_348-633	Bacteria	Clostridiales	order	
megahit_113369_2-568	Bacteria	Ruminococcaceae	family	
megahit_113611_2-219	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_114328_2-234	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_114359_10-323	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_116692_2-449	Bacteria	Ruminococcaceae	family	
megahit_118132_782-1363	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_118723_1-387	Bacteria	Ruminococcaceae	family	
megahit_119422_1-456	Bacteria	Ruminococcaceae	family	
megahit_119645_552-916	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_120390_1-375	Bacteria	Clostridiales	order	
megahit_120430_2-418	Bacteria	Clostridiales	order	
megahit_123802_2-375	Bacteria	Clostridiales	order	
megahit_124458_2-452	Bacteria	Cerasicoccus	genus	superkingdom:Bacteria;clade:PVC group;phylum:Verrucomicrobia;class:Opitutae;order:Puniceicoccales;family:Puniceicoccaceae;genus:Cerasicoccus
megahit_126434_2-520	Bacteria	Porphyromonadaceae	family	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Porphyromonadaceae
megahit_127207_306-852	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_127580_3-468	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_128669_5450-5866	Bacteria	Clostridiales	order	
megahit_128846_483-899	Bacteria	Anaerovorax	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;no rank:Eubacteriales incertae sedis;family:Eubacteriales Family XIII. Incertae Sedis;genus:Anaerovorax
megahit_130148_3-341	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_131768_1-1095	Bacteria	Ruminococcaceae	family	
megahit_131795_3-457	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_132085_2-726	Bacteria	Ruminococcaceae	family	
megahit_132504_3-372	Bacteria	Clostridium XlVa	genus	
megahit_134630_2-320	Bacteria	Clostridiales	order	
megahit_137971_2-389	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_138484_1-435	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_138649_6-524	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_138818_1-307	Bacteria	Clostridiales	order	
megahit_139060_3-259	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_139784_1-327	Bacteria	Treponema	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Treponemataceae;genus:Treponema
megahit_141592_2-388	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_142017_4-395	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_143797_2-834	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_144460_157-1252	Bacteria	Vampirovibrio	genus	superkingdom:Bacteria;clade:Terrabacteria group;clade:Cyanobacteria/Melainabacteria group;phylum:Candidatus Melainabacteria;order:Vampirovibrionales;genus:Vampirovibrio
megahit_145358_1-386	Bacteria	Treponema	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Treponemataceae;genus:Treponema
megahit_147005_6-372	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_147051_30-347	Bacteria	Parabacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Tannerellaceae;genus:Parabacteroides
megahit_147287_2-261	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_147438_2-222	Bacteria	Ruminococcaceae	family	
megahit_147546_2-251	Bacteria	Ruminococcaceae	family	
megahit_148940_3317-4803	Bacteria	Streptophyta	genus	superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Streptophyta
megahit_149968_1-226	Bacteria	Clostridiales	order	
megahit_151107_1-874	Bacteria	Clostridium IV	genus	
megahit_152946_440-878	Bacteria	Clostridiales	order	
megahit_153481_35-985	Bacteria	Ruminococcaceae	family	
megahit_154148_1-700	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_155813_2-227	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_156960_241-1764	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_157272_1-529	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_158484_1-271	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_160167_1217-2202	Bacteria	Ruminococcaceae	family	
megahit_161487_95-1077	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_161913_1-284	Bacteria	Clostridiales	order	
megahit_162844_1-222	Bacteria	Ruminococcaceae	family	
megahit_162947_1-929	Bacteria	Treponema	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Treponemataceae;genus:Treponema
megahit_166331_1-685	Bacteria	Treponema	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Treponemataceae;genus:Treponema
megahit_166597_3-443	Bacteria	Dysgonomonas	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Dysgonomonadaceae;genus:Dysgonomonas
megahit_166759_3-213	Bacteria	Ruminococcaceae	family	
megahit_167259_1-685	Bacteria	Treponema	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Treponemataceae;genus:Treponema
megahit_168145_3-254	Bacteria	Ruminococcaceae	family	
megahit_168530_4-401	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_169389_1-344	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_170212_321-588	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_171168_1-311	Bacteria	Bacteroidetes	phylum	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes
megahit_171615_4-337	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_172859_39-408	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_172961_2-1006	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_173723_2-333	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_175863_2-418	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_176863_940-1433	Bacteria	Ruminococcaceae	family	
megahit_180240_10-380	Bacteria	Clostridiales	order	
megahit_182692_1-230	Bacteria	Clostridiales	order	
megahit_182810_1-705	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_183466_3-452	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_183854_1-230	Bacteria	Clostridiales	order	
megahit_183990_1-503	Bacteria	Ruminococcaceae	family	
megahit_184383_2-548	Bacteria	Clostridiales	order	
megahit_185213_4-455	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_185503_1-312	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_186083_492-899	Bacteria	Clostridium sensu stricto	genus	
megahit_187335_3-160	Bacteria	Clostridiales	order	
megahit_187622_1-297	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_187959_86-1588	Bacteria	Fusobacterium	genus	superkingdom:Bacteria;phylum:Fusobacteria;class:Fusobacteriia;order:Fusobacteriales;family:Fusobacteriaceae;genus:Fusobacterium
megahit_188671_75-344	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_188906_75-292	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_189903_1-668	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_192627_4100-5630	Bacteria	Wohlfahrtiimonas	genus	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;no rank:Gammaproteobacteria incertae sedis;genus:Wohlfahrtiimonas
megahit_193217_163-1567	Bacteria	Clostridiales	order	
megahit_193782_1-502	Bacteria	Terrisporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Terrisporobacter
megahit_195150_1-241	Bacteria	Hydrogenoanaerobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Hydrogenoanaerobacterium
