#-- Created by /opt/SqueezeMeta-1.5.2/scripts/02.rnas.pl, Sun Sep  4 22:47:12 2022
# ORF	Model	Last tax	Rank	Full tax
megahit_20606_8-371	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_21325_2-332	Bacteria	Lachnospiracea	genus	
megahit_24777_19-421	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_25735_10-298	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_26158_6-175	Bacteria	Clostridiales	order	
megahit_28937_191-1711	Bacteria	Peptostreptococcaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae
megahit_28959_3570-5084	Bacteria	Turicibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Turicibacteraceae;genus:Turicibacter
megahit_29632_3-517	Bacteria	Bulleidia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae;genus:Bulleidia
megahit_30288_2-575	Bacteria	Ruminococcaceae	family	
megahit_30691_1-351	Bacteria	Clostridiales	order	
megahit_30970_1-436	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_31177_2-283	Bacteria	Ruminococcaceae	family	
megahit_33033_1-481	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_33077_232-402	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_36267_2-306	Bacteria	Clostridia	class	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia
megahit_37097_1152-1776	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_39057_1-455	Bacteria	Ruminococcaceae	family	
megahit_39157_2-270	Bacteria	Ruminococcaceae	family	
megahit_40451_152-1018	Bacteria	Root		
megahit_41299_3-1186	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_42930_1-356	Bacteria	Ruminococcaceae	family	
megahit_43468_222-557	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_44227_2-435	Bacteria	Peptostreptococcaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae
megahit_45322_1-656	Bacteria	Clostridiales	order	
megahit_45774_1-227	Bacteria	Ruminococcaceae	family	
megahit_46551_1-394	Bacteria	Clostridiales	order	
megahit_46829_1-563	Bacteria	Lactobacillales	order	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales
megahit_48707_2-413	Bacteria	Clostridium sensu stricto	genus	
megahit_48744_1-208	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_48910_1-204	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_50426_1-436	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_50716_2-649	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_51482_1-693	Bacteria	Clostridiales	order	
megahit_53407_3-259	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_55765_413-1336	Bacteria	Methanobrevibacter	genus	superkingdom:Archaea;phylum:Euryarchaeota;clade:Methanomada group;class:Methanobacteria;order:Methanobacteriales;family:Methanobacteriaceae;genus:Methanobrevibacter
megahit_56086_319-738	Bacteria	Ruminococcaceae	family	
megahit_56109_864-1215	Bacteria	Clostridiales	order	
megahit_57251_1-560	Bacteria	Treponema	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Treponemataceae;genus:Treponema
megahit_57268_3-309	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_58671_10-211	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_59985_1-476	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_60004_1-531	Bacteria	Streptococcus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Streptococcaceae;genus:Streptococcus
megahit_61621_3-493	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_62165_1-519	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_62541_1-282	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_62943_436-994	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_64078_722-1205	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_64894_1-627	Bacteria	Ruminococcaceae	family	
megahit_65722_4-372	Bacteria	Clostridiales	order	
megahit_65843_2-209	Bacteria	Clostridiales	order	
megahit_66368_2-392	Bacteria	Ruminococcaceae	family	
megahit_66453_725-905	Bacteria	Bacteroidetes	phylum	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes
megahit_67840_4-202	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_69161_2-323	Bacteria	Ruminococcaceae	family	
megahit_71336_14274-15760	Bacteria	Streptophyta	genus	superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Streptophyta
megahit_71439_2-312	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_71933_7-317	Bacteria	Clostridiales	order	
megahit_72846_2-329	Bacteria	Clostridiales	order	
megahit_73678_2890-3685	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_74194_37-498	Bacteria	Catabacter	genus	
megahit_74722_3-235	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_75054_1-334	Bacteria	Ruminococcaceae	family	
megahit_75276_1-325	Bacteria	Clostridiales	order	
megahit_76952_223-608	Bacteria	Clostridiales	order	
megahit_77724_1-445	Bacteria	Ruminococcaceae	family	
megahit_78755_1-580	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_78903_5-348	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_78957_34-280	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_79361_14-465	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_81615_1-847	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_81855_1-228	Bacteria	Clostridiales	order	
megahit_82136_1-451	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_82221_5-336	Bacteria	Clostridiales	order	
megahit_84265_69-358	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_86033_5-503	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_90950_2-254	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_91152_2-228	Bacteria	Enterobacteriaceae	family	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Enterobacterales;family:Enterobacteriaceae
megahit_92934_2-875	Bacteria	Succinivibrio	genus	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Aeromonadales;family:Succinivibrionaceae;genus:Succinivibrio
megahit_93035_1-507	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_93188_1-211	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_93269_419-837	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_93437_1-1047	Bacteria	Cellulosilyticum	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Cellulosilyticum
megahit_93786_2-552	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_95224_3-259	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_96361_2-837	Bacteria	Ruminococcaceae	family	
megahit_96929_2-410	Bacteria	Ruminococcaceae	family	
megahit_97486_2-267	Bacteria	Ruminococcaceae	family	
megahit_97897_1-408	Bacteria	Ruminococcaceae	family	
megahit_98361_186-621	Bacteria	Bacilli	class	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli
megahit_100229_2-364	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_100719_1-431	Bacteria	Ruminococcaceae	family	
megahit_100755_77-331	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_101687_2-282	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_101732_466-2001	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_102923_2-602	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_105076_1339-1665	Bacteria	Root		
megahit_105076_1928-2820	Bacteria	Root		
megahit_105348_1-476	Bacteria	Butyricicoccus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Clostridiaceae;genus:Butyricicoccus
megahit_109089_151-390	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_110331_2-535	Bacteria	Clostridium XlVa	genus	
megahit_111602_9-279	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_111657_3-386	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_112247_2-194	Bacteria	Ruminococcaceae	family	
megahit_112556_2-357	Bacteria	Ruminococcaceae	family	
megahit_113070_841-1507	Bacteria	Roseburia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Roseburia
megahit_114908_1-386	Bacteria	Ruminococcaceae	family	
megahit_115147_2-437	Bacteria	Ruminococcaceae	family	
megahit_115229_10-364	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_116010_3-327	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_116758_2-451	Bacteria	Clostridia	class	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia
megahit_119138_5-417	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_120338_377-750	Bacteria	Root		
megahit_121405_1-305	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_121797_279-723	Bacteria	Olsenella	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Atopobiaceae;genus:Olsenella
megahit_122125_1-403	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_122129_1-458	Bacteria	Ruminococcaceae	family	
megahit_123236_7-542	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_124020_1-343	Bacteria	Clostridiales	order	
megahit_126341_113-555	Bacteria	Root		
megahit_127644_1-598	Bacteria	Ruminococcaceae	family	
megahit_127820_2-1204	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_128846_2-238	Bacteria	Ruminococcaceae	family	
megahit_129043_3-550	Bacteria	Paraprevotella	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Paraprevotella
megahit_130236_1-360	Bacteria	Ruminococcaceae	family	
megahit_130606_3-316	Bacteria	Ruminococcaceae	family	
megahit_130753_1-504	Bacteria	Porphyromonadaceae	family	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Porphyromonadaceae
megahit_131229_3-418	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_131726_139-459	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_131925_1-846	Bacteria	Clostridiales	order	
megahit_132068_1-341	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_132191_1-340	Bacteria	Ruminococcaceae	family	
megahit_134954_2-283	Bacteria	Sporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Sporobacter
megahit_135001_2-468	Bacteria	Ruminococcaceae	family	
megahit_135928_2-542	Bacteria	Ruminococcaceae	family	
megahit_136213_4-338	Bacteria	Ruminococcaceae	family	
megahit_136509_3-407	Bacteria	Root		
megahit_143272_269-525	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_143425_1-290	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_143882_2-379	Bacteria	Clostridium IV	genus	
megahit_144029_2-283	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_144318_2-498	Bacteria	Ruminococcaceae	family	
megahit_146563_163-578	Bacteria	Clostridiales	order	
megahit_148389_1207-2714	Bacteria	Ruminococcaceae	family	
megahit_148684_175-826	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_148875_2-389	Bacteria	Anaerovorax	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;no rank:Eubacteriales incertae sedis;family:Eubacteriales Family XIII. Incertae Sedis;genus:Anaerovorax
megahit_148877_1-338	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_149492_1-500	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_150111_2-323	Bacteria	Clostridiales	order	
megahit_152110_1-322	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_152790_1-227	Bacteria	Clostridiales	order	
megahit_152877_3-421	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_154769_3-483	Bacteria	Lachnospiracea	genus	
megahit_155772_2-393	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_156158_1-376	Bacteria	Clostridiales	order	
megahit_156346_2-573	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_156781_1-585	Bacteria	Ruminococcaceae	family	
megahit_160607_1-378	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_161453_2-647	Bacteria	Selenomonadales	order	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales
megahit_162148_7-368	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_162774_5922-6256	Bacteria	Root		
megahit_162774_6487-7419	Bacteria	Root		
megahit_163139_1-180	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_163172_3-280	Bacteria	Ruminobacter	genus	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Aeromonadales;family:Succinivibrionaceae;genus:Ruminobacter
megahit_163474_308-690	Bacteria	Ruminococcaceae	family	
megahit_164580_19-522	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_166345_380-639	Bacteria	Clostridiales	order	
megahit_167069_1-514	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_168253_210-900	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_168751_279-538	Bacteria	Ruminococcaceae	family	
megahit_169379_836-1088	Bacteria	Clostridiales	order	
megahit_169975_373-652	Bacteria	Root		
megahit_170325_1-385	Bacteria	Ruminococcaceae	family	
megahit_170602_768-1235	Bacteria	Ruminococcaceae	family	
megahit_173362_112-1021	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_173952_2-293	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_178361_1-294	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_178459_2-402	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_179712_8-391	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_179917_2-833	Bacteria	Ruminococcaceae	family	
megahit_179937_1-330	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_180879_1-274	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_180913_2-258	Bacteria	Ruminococcaceae	family	
megahit_182300_23-675	Bacteria	Clostridiales	order	
megahit_183472_3084-3480	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_183543_1-274	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_184159_1-519	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_186215_1-362	Bacteria	Peptostreptococcaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae
megahit_189088_11-1421	Bacteria	Methanosphaera	genus	superkingdom:Archaea;phylum:Euryarchaeota;clade:Methanomada group;class:Methanobacteria;order:Methanobacteriales;family:Methanobacteriaceae;genus:Methanosphaera
